audit_id,video_path,p0,p1,p2,p3,p4,p5,rater1_presentation_appropriate,rater1_semantic_contamination,rater1_reason_code,rater1_hash,rater1_timestamp,rater2_presentation_appropriate,rater2_semantic_contamination,rater2_reason_code,rater2_hash,rater2_timestamp,adjudicated_presentation_appropriate,adjudicated_semantic_contamination,adjudication_reason_code,adjudicator_hash,adjudication_timestamp
01731fd7f5de705eef85,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1dm4y1r7Yn.mp4,0.0927746639,0.171822927,0.270021747,0.131640641,0.141135391,0.192604629,,,,,,,,,,,,,,,
072ccea0f7cd0ba90f2d,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1hB4y1t7Au.mp4,0.181047482,0.178378383,0.210222421,0.171069405,0.124912305,0.134370005,,,,,,,,,,,,,,,
0a4497697b75e9525605,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1mp4y1E7QP.mp4,0.123116345,0.172131241,0.229275346,0.136545027,0.143974743,0.194957299,,,,,,,,,,,,,,,
0aa15fef2823c7ad7de0,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1Qj411a7wg.mp4,0.171670923,0.17831948,0.245269282,0.140720026,0.104230344,0.159789946,,,,,,,,,,,,,,,
1968076218a655bf9cf8,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1h8411i7ia.mp4,0.119514718,0.16480689,0.228922012,0.141768551,0.122016613,0.222971217,,,,,,,,,,,,,,,
1c52a72bdf15852d109e,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1We411D7sc.mp4,0.126678914,0.150920009,0.231936928,0.156667534,0.173807436,0.159989179,,,,,,,,,,,,,,,
1c741ae39f2e44857d2e,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1yq4y1D7mz.mp4,0.133511503,0.181637699,0.218879716,0.16084322,0.146404331,0.158723532,,,,,,,,,,,,,,,
21332b2a57fbc3176f6b,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1ic411t7aJ.mp4,0.127727141,0.157648008,0.214385545,0.174984721,0.188988235,0.13626635,,,,,,,,,,,,,,,
220477811f17d6eaff53,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1aM4y1x7RU.mp4,0.177816218,0.176067298,0.191798407,0.17482934,0.146438172,0.133050564,,,,,,,,,,,,,,,
227831e3da48e8da9694,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1Zm4y1z7sE.mp4,0.151248432,0.188326252,0.201806412,0.167402125,0.10853323,0.182683549,,,,,,,,,,,,,,,
228af77cd8baf6b42a5b,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1z34y1u7Dg.mp4,0.133839457,0.151213153,0.204606202,0.170446723,0.184920089,0.154974376,,,,,,,,,,,,,,,
23a3d0ab3d64e6773193,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1Zo4y1x7dF.mp4,0.166974195,0.166558204,0.224136898,0.182721637,0.115702215,0.143906851,,,,,,,,,,,,,,,
069a235e954ee210b8c3,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1dM4y1x7rM.mp4,0.111585326,0.163241711,0.178506808,0.206249939,0.19605238,0.144363836,,,,,,,,,,,,,,,
078bcbd1570f576d35b3,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1s3411f7Zr.mp4,0.206174022,0.172057723,0.124609557,0.208164173,0.178334563,0.110659962,,,,,,,,,,,,,,,
0b3c16cc6b7ccea48903,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1ru411X7TR.mp4,0.162310141,0.196158262,0.15006788,0.226273277,0.141823216,0.123367224,,,,,,,,,,,,,,,
12e676302952f82528a8,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1tY411c7cc.mp4,0.139592203,0.163170396,0.168059253,0.193080216,0.18049714,0.155600792,,,,,,,,,,,,,,,
140cc54ed72b34e61b9a,/data/jehc223/RGCL/data/video/MHC_zh/All/BV13i4y1U7Ac.mp4,0.136856929,0.168245236,0.195610463,0.210597469,0.159954283,0.12873562,,,,,,,,,,,,,,,
19cab839234c01120598,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1ad4y1p7Qz.mp4,0.133329785,0.199971485,0.167580078,0.230821837,0.144089563,0.124207251,,,,,,,,,,,,,,,
1dc89b6a22933d5c320c,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1eg4y1J7Zj.mp4,0.138384698,0.193590507,0.147032669,0.202442475,0.193752581,0.12479707,,,,,,,,,,,,,,,
1f177f9aea89cf7d3d99,/data/jehc223/RGCL/data/video/MHC_zh/All/BV14u411Y7V1.mp4,0.152006672,0.159527654,0.139112266,0.215847595,0.190696154,0.142809659,,,,,,,,,,,,,,,
1faefbdc02575b156da2,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1FN41167Ei.mp4,0.169273227,0.1878271,0.195000216,0.197969234,0.116858243,0.13307198,,,,,,,,,,,,,,,
2165ef36921a516beab3,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1Gb411o7Fr.mp4,0.150408228,0.188815523,0.172178184,0.202639069,0.174915304,0.111043693,,,,,,,,,,,,,,,
2c4bc0ddac4195cc4fb5,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1zT4y1b7d7.mp4,0.151349806,0.18666324,0.151729983,0.205004038,0.182798039,0.122454894,,,,,,,,,,,,,,,
326a427917e9b3dd66f0,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1aw411y75E.mp4,0.186043897,0.164206768,0.196166313,0.200189332,0.137469579,0.11592411,,,,,,,,,,,,,,,
006d722d086a847ecd85,/data/jehc223/RGCL/data/video/MHC_zh/All/BV11j411R76r.mp4,0.144550397,0.186599763,0.127233301,0.161442507,0.257602209,0.122571823,,,,,,,,,,,,,,,
022efb6c4d4bbc258f2e,/data/jehc223/RGCL/data/video/MHC_zh/All/BV14x4y1X7FG.mp4,0.159458321,0.216333451,0.105900201,0.130388212,0.24295892,0.144960896,,,,,,,,,,,,,,,
0297c2481e2d49cfd59c,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1qF411Z7Lj.mp4,0.136621685,0.159625286,0.154557839,0.172324235,0.2457807,0.131090254,,,,,,,,,,,,,,,
02ddd710da85118ffd31,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1Fi4y1e7LM.mp4,0.135356803,0.142083537,0.137372543,0.158284973,0.323224983,0.10367716,,,,,,,,,,,,,,,
07f3f4e14bf04bded732,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1nQ4y1A7Dy.mp4,0.134937381,0.127661424,0.132273143,0.125682266,0.353684876,0.125760911,,,,,,,,,,,,,,,
088de4b14d4ac1c99dd5,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1wa411f7Xx.mp4,0.17726805,0.18719679,0.150478013,0.148576818,0.217925477,0.118554853,,,,,,,,,,,,,,,
089107b332efae937fce,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1nV411W7aY.mp4,0.12561619,0.198221638,0.133223457,0.162223015,0.262147685,0.118568015,,,,,,,,,,,,,,,
08d0c4bd8aadb461861e,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1EP4y1g7aS.mp4,0.139372385,0.17345462,0.125604875,0.19431799,0.29115071,0.07609942,,,,,,,,,,,,,,,
0948368e4ae046efc595,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1Xv411G7ur.mp4,0.139032313,0.21993517,0.136644407,0.173140795,0.221564812,0.109682503,,,,,,,,,,,,,,,
09cdf211c9bae38b37cc,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1bm4y1C75b.mp4,0.124263175,0.189016539,0.151861911,0.155223899,0.237782103,0.141852373,,,,,,,,,,,,,,,
0cca12abeee890c1cc05,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1Dm4y1L7Uf.mp4,0.15101935,0.182756381,0.131162287,0.18947628,0.211677453,0.133908249,,,,,,,,,,,,,,,
0d08619d63fb06767dd8,/data/jehc223/RGCL/data/video/MHC_zh/All/BV144411K7on.mp4,0.143428893,0.196181401,0.125241017,0.138706895,0.292046916,0.104394878,,,,,,,,,,,,,,,
0d49e629c2c810a0db22,/data/jehc223/RGCL/data/video/MHC_zh/All/BV18w411o7SQ.mp4,0.158776249,0.145949577,0.14690592,0.142102162,0.213229541,0.193036551,,,,,,,,,,,,,,,
391aeb94f8b6e7ab4cb3,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1354y1G7Td.mp4,0.142537045,0.188096338,0.188685859,0.150478035,0.12085915,0.209343573,,,,,,,,,,,,,,,
3dc32b6f3657b31b3419,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1kK411B7bL.mp4,0.201620412,0.173938583,0.155323412,0.128203503,0.1314924,0.20942169,,,,,,,,,,,,,,,
93e67dec99f4f2350363,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1bg4y1Z7ht.mp4,0.126616095,0.166906291,0.204444701,0.151470487,0.140358766,0.21020366,,,,,,,,,,,,,,,
c7de4e1a89ddebc36d51,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1hC4y1Z7tH.mp4,0.12596429,0.18831798,0.200453696,0.164270604,0.111167813,0.209825618,,,,,,,,,,,,,,,
cb95b8f4020ca8dc9ea4,/data/jehc223/RGCL/data/video/MHC_zh/All/BV1PV411N7VV.mp4,0.165334003,0.157030772,0.137558183,0.14752279,0.142489948,0.250064304,,,,,,,,,,,,,,,
