audit_id,video_path,p0,p1,p2,p3,p4,p5,rater1_presentation_appropriate,rater1_semantic_contamination,rater1_reason_code,rater1_hash,rater1_timestamp,rater2_presentation_appropriate,rater2_semantic_contamination,rater2_reason_code,rater2_hash,rater2_timestamp,adjudicated_presentation_appropriate,adjudicated_semantic_contamination,adjudication_reason_code,adjudicator_hash,adjudication_timestamp
58b8d272319e875cd0ba,/data/jehc223/RGCL/data/video/MHC/All/9D2OUn0xaZ0.mp4,0.187118585,0.171683181,0.203351931,0.188327964,0.128337207,0.121181133,,,,,,,,,,,,,,,
63348c643a2e72755aff,/data/jehc223/RGCL/data/video/MHC/All/ZaR89XYnI9E.mp4,0.115742502,0.179747695,0.199983322,0.184606523,0.178768666,0.141151292,,,,,,,,,,,,,,,
689b97883ebef5f49fef,/data/jehc223/RGCL/data/video/MHC/All/w4dNy1DkyE8.mp4,0.12109451,0.179012919,0.190381541,0.159068082,0.171387984,0.179054964,,,,,,,,,,,,,,,
0052092630ca0f6aeaf2,/data/jehc223/RGCL/data/video/MHC/All/iDhEYQmyAlM.mp4,0.180655452,0.138484471,0.175727288,0.205766055,0.167892687,0.131474047,,,,,,,,,,,,,,,
01b87c61cd7076f6a5a3,/data/jehc223/RGCL/data/video/MHC/All/ceIhrPgjJXY.mp4,0.185834732,0.22061813,0.144484432,0.223955039,0.0871261106,0.137981556,,,,,,,,,,,,,,,
04b431b9d90d9f4f165d,/data/jehc223/RGCL/data/video/MHC/All/NRFsn9h5VBo.mp4,0.105568476,0.162766203,0.180221978,0.254551115,0.188771273,0.108120954,,,,,,,,,,,,,,,
063c2e6eadf5f7076fd7,/data/jehc223/RGCL/data/video/MHC/All/TdoMUnQVem4.mp4,0.162275448,0.170009119,0.179085882,0.228153893,0.138774082,0.121701575,,,,,,,,,,,,,,,
077623cae07898513fd3,/data/jehc223/RGCL/data/video/MHC/All/us5pnF5V_QI.mp4,0.147217394,0.153500062,0.145063723,0.259129999,0.19092303,0.104165792,,,,,,,,,,,,,,,
0b48df98ccec5dd13be0,/data/jehc223/RGCL/data/video/MHC/All/HvcCqislCus.mp4,0.146447765,0.180883007,0.151893232,0.267070705,0.151812043,0.101893248,,,,,,,,,,,,,,,
0bc5394c95ee095b4f00,/data/jehc223/RGCL/data/video/MHC/All/CjRsGhP65tk.mp4,0.144096687,0.19202932,0.170793548,0.224712999,0.159226823,0.109140622,,,,,,,,,,,,,,,
0ca7aab42fa72374cc81,/data/jehc223/RGCL/data/video/MHC/All/4V0KGql_fUI.mp4,0.131066355,0.179115183,0.157006237,0.274171239,0.135248144,0.123392841,,,,,,,,,,,,,,,
0fdd34ab316f06faf45a,/data/jehc223/RGCL/data/video/MHC/All/o5SVi1iEcSM.mp4,0.153382402,0.163696986,0.127199548,0.20812996,0.20762672,0.139964383,,,,,,,,,,,,,,,
0fe30931aff5a414b709,/data/jehc223/RGCL/data/video/MHC/All/CwFnAXuPLGA.mp4,0.151368933,0.190452542,0.160296116,0.240476198,0.128027232,0.129378979,,,,,,,,,,,,,,,
10d3b0b2169335fd0bcb,/data/jehc223/RGCL/data/video/MHC/All/8v6mbFg8vgA.mp4,0.133465733,0.185418207,0.173034284,0.195628043,0.163978985,0.148474747,,,,,,,,,,,,,,,
04f5123446475dad3e80,/data/jehc223/RGCL/data/video/MHC/All/8LhbS6G-xNM.mp4,0.158652365,0.176265422,0.18511628,0.179872697,0.190305824,0.109787412,,,,,,,,,,,,,,,
07af15e2d9aa6ef8eca1,/data/jehc223/RGCL/data/video/MHC/All/pStxFSBkFDQ.mp4,0.132735263,0.163153801,0.177382515,0.173772243,0.212871222,0.140084957,,,,,,,,,,,,,,,
081d674477a0d8020aaa,/data/jehc223/RGCL/data/video/MHC/All/qtsXdG0wPyY.mp4,0.134333516,0.179027843,0.165048507,0.178362791,0.186065709,0.157161634,,,,,,,,,,,,,,,
08566197770a6e4867e6,/data/jehc223/RGCL/data/video/MHC/All/IM90prUQlqY.mp4,0.158738042,0.202767909,0.124488594,0.165036705,0.236749825,0.112218924,,,,,,,,,,,,,,,
0b3667597f76828e38b1,/data/jehc223/RGCL/data/video/MHC/All/olrEjNig8RU.mp4,0.117243174,0.148555025,0.200029561,0.137683848,0.213943384,0.182545009,,,,,,,,,,,,,,,
0e813e0f6bef37091aa4,/data/jehc223/RGCL/data/video/MHC/All/MJqJaTgSM9A.mp4,0.153051718,0.146559311,0.139727033,0.160430317,0.260073807,0.140157815,,,,,,,,,,,,,,,
0f3f1ecebe889eaf8c34,/data/jehc223/RGCL/data/video/MHC/All/1Iwvjy1coBQ.mp4,0.167933495,0.202524835,0.14838448,0.169068601,0.206242747,0.105845841,,,,,,,,,,,,,,,
109a718c51262da775d0,/data/jehc223/RGCL/data/video/MHC/All/Ft4Fy8vWs-w.mp4,0.136754203,0.159847034,0.107332723,0.137912145,0.340096992,0.118056904,,,,,,,,,,,,,,,
1203462170e166a85905,/data/jehc223/RGCL/data/video/MHC/All/sPPxWVGU2Ro.mp4,0.140837887,0.175593194,0.185713441,0.168073342,0.206541751,0.123240386,,,,,,,,,,,,,,,
13fceb17f0c9bbf559ba,/data/jehc223/RGCL/data/video/MHC/All/gXBLigBpbzQ.mp4,0.117865487,0.198976897,0.134509293,0.175775373,0.25710361,0.11576934,,,,,,,,,,,,,,,
166e5eb7f046619e3657,/data/jehc223/RGCL/data/video/MHC/All/J16NDM-YPk4.mp4,0.170526395,0.200560522,0.151618473,0.143114156,0.210931648,0.123248805,,,,,,,,,,,,,,,
2aa636dc93f26d614d3b,/data/jehc223/RGCL/data/video/MHC/All/a5egb4XqzKk.mp4,0.137942884,0.166772274,0.163079996,0.157377166,0.175533976,0.199293704,,,,,,,,,,,,,,,
3ee1de794b82dd75b872,/data/jehc223/RGCL/data/video/MHC/All/1PEr_STq3jk.mp4,0.149562414,0.173664616,0.120737021,0.149259446,0.138944343,0.26783216,,,,,,,,,,,,,,,
45ebefa7bbc461aab21c,/data/jehc223/RGCL/data/video/MHC/All/ZcuoMJmnUHE.mp4,0.175675044,0.164168132,0.147262576,0.151762165,0.15895751,0.202174573,,,,,,,,,,,,,,,
768ae1f6d37b58b8c890,/data/jehc223/RGCL/data/video/MHC/All/H26h1z3AIC0.mp4,0.154642083,0.150478204,0.130376855,0.184138493,0.151457585,0.22890678,,,,,,,,,,,,,,,
89c68ccefb1bb94a62fe,/data/jehc223/RGCL/data/video/MHC/All/fGng_nrDB0o.mp4,0.0926114769,0.145149313,0.184966007,0.156830117,0.135520328,0.284922758,,,,,,,,,,,,,,,
a17caa5c6d0a6ce5d5f5,/data/jehc223/RGCL/data/video/MHC/All/iKcETp5BbAo.mp4,0.133877611,0.166082069,0.180589085,0.139619946,0.119476952,0.260354336,,,,,,,,,,,,,,,
c079e6cf9aa2bb89877b,/data/jehc223/RGCL/data/video/MHC/All/EditcOVg6kc.mp4,0.164016719,0.169987499,0.159104759,0.139270653,0.164022047,0.203598323,,,,,,,,,,,,,,,
dae9f5ea9f11426f7cc6,/data/jehc223/RGCL/data/video/MHC/All/TLpsP8pJehI.mp4,0.146297556,0.175140694,0.190805845,0.151752361,0.129740572,0.206262972,,,,,,,,,,,,,,,
e0f9a9e7909239636e42,/data/jehc223/RGCL/data/video/MHC/All/NNeWDl7qxoQ.mp4,0.118118758,0.175467225,0.152039183,0.17748989,0.107527932,0.269357012,,,,,,,,,,,,,,,
ee7ed0288aa4e449fcf3,/data/jehc223/RGCL/data/video/MHC/All/0xojTE2scqc.mp4,0.171086677,0.158519065,0.131467673,0.175703164,0.144042928,0.219180492,,,,,,,,,,,,,,,
